Arrival time,Preprocessing start,Preprocessing end/Classification start,Classification end
175288.92754832067,175288.92754832067,175301.06089618328,175321.3087343198
176415.4146833662,176415.4146833662,176427.44071147396,176447.80923076437
177672.22644642103,177672.22644642103,177682.46488083602,177700.49632956562
178832.18828643303,178832.18828643303,178843.52777731454,178863.33937178119
180135.0822110656,180135.0822110656,180146.06358566097,180166.05587320117
181529.19005233704,181529.19005233704,181539.3110294551,181556.4822830211
182755.33204066847,182755.33204066847,182767.2737234641,182784.68615003742
184181.6589044035,184181.6589044035,184192.12136519657,184212.88239486443
185444.14184086162,185444.14184086162,185455.54171815608,185472.8468224041
186859.67075469604,186859.67075469604,186871.44480809857,186893.95846830047
188233.66012144595,188233.66012144595,188244.40412285048,188264.87595827
189339.00553748535,189339.00553748535,189349.55988879575,189370.6341565396
190507.72163352152,190507.72163352152,190519.84437564525,190538.26293682324
191841.1320015281,191841.1320015281,191853.21497629854,191871.5075935671
192915.98970670332,192915.98970670332,192927.40083125408,192946.68272007513
194258.20874533663,194258.20874533663,194268.7393914754,194285.5865493916
195336.52848264592,195336.52848264592,195347.40663581222,195368.52312052122
196510.9444554883,196510.9444554883,196522.02162009577,196543.28134715965
197679.19275916886,197679.19275916886,197690.80522482263,197711.3393235006
198985.74513442584,198985.74513442584,198996.0410492521,199016.74379391654
200217.5598964843,200217.5598964843,200229.26620174784,200249.16936124163
201277.9839989823,201277.9839989823,201288.6976946012,201305.71770072682
202579.18538240256,202579.18538240256,202591.29492835503,202613.5170241915
203907.44994497177,203907.44994497177,203919.74140197187,203939.6288429702
204966.71497000998,204966.71497000998,204977.03537608183,204999.97053023943
206168.7118653825,206168.7118653825,206179.93225140678,206200.6906436217
207283.15717649364,207283.15717649364,207294.6538899202,207312.12437040682
208433.66926860047,208433.66926860047,208444.05868386631,208461.98603708902
209618.96291323207,209618.96291323207,209629.73630488475,209651.69382841693
210776.93907993613,210776.93907993613,210787.2078301532,210805.5231151624
212005.40857414255,212005.40857414255,212016.34685685133,212036.95323721913
213060.3784568914,213060.3784568914,213071.79384772692,213094.12378604934
214306.81165674556,214306.81165674556,214318.35518295027,214339.3006253977
215569.95820018498,215569.95820018498,215580.45408162614,215598.94432885572
216782.96336457663,216782.96336457663,216794.28846847985,216816.91804370753
217825.17537168734,217825.17537168734,217835.94030550114,217852.74309413868
219011.58672655144,219011.58672655144,219022.69698061908,219042.08293377204
220268.7742741123,220268.7742741123,220279.72931897026,220297.08269312608
221561.7772766938,221561.7772766938,221573.98473541858,221592.0174824478
222632.42256246775,222632.42256246775,222643.82830850143,222665.9079959351
223807.54424621988,223807.54424621988,223818.6086911232,223836.2198500577
225079.3714720797,225079.3714720797,225091.19368700308,225109.8438939769
226176.6026101555,226176.6026101555,226188.02115978522,226205.3111334264
227387.95832653475,227387.95832653475,227398.87503790998,227419.08095748918
228476.0451478243,228476.0451478243,228487.5774224512,228509.61683580646
229836.12332915576,229836.12332915576,229847.69329442034,229868.2163627682
230866.12194888835,230866.12194888835,230876.62340335187,230893.66644742643
231969.7177752645,231969.7177752645,231981.49716856898,231999.35313478377
233157.57645608985,233157.57645608985,233169.00524614804,233190.06892130905
234261.6919659885,234261.6919659885,234272.1879431634,234289.93422158345
235470.06698285075,235470.06698285075,235480.68996051635,235503.15021270508
236562.4211341715,236562.4211341715,236573.75333286411,236593.372619638
237867.34267832874,237867.34267832874,237878.22352596212,237898.46079037592
238978.0337179586,238978.0337179586,238989.5810741691,239006.45247638502
240050.6542063657,240050.6542063657,240061.2262643301,240078.59930422966
241343.94858379656,241343.94858379656,241355.6882567465,241375.04220268285
242579.25093526195,242579.25093526195,242591.44713869863,242610.05843563273
243707.20668478086,243707.20668478086,243717.54968530047,243735.57723203205
244844.69438114026,244844.69438114026,244856.32013152467,244878.79806226963
246107.1047383014,246107.1047383014,246118.90794235258,246139.51022564928
247216.86748455913,247216.86748455913,247228.2099522144,247249.12052242638
