Arrival time,Preprocessing start,Preprocessing end/Classification start,Classification end
72450.668467633,72450.668467633,72462.57154790279,72484.51410010837
73660.44701165163,73660.44701165163,73672.8521645422,73694.09223419936
74990.62954808025,74990.62954808025,75000.7963923865,75019.96486593892
76344.04706572012,76344.04706572012,76354.64377558453,76373.82789785536
77414.06710581791,77414.06710581791,77425.49164275672,77442.73066506803
78656.40229281379,78656.40229281379,78668.94991890433,78687.67041414074
79854.92871116119,79854.92871116119,79866.49725917575,79885.06519946405
81163.36627486665,81163.36627486665,81175.61781190227,81197.10297525297
82419.013453135,82419.013453135,82429.21934118358,82447.26652287605
83737.17396847594,83737.17396847594,83748.95399085678,83771.22791576889
84870.83106971017,84870.83106971017,84881.0788164828,84899.59480570578
86024.03133895657,86024.03133895657,86036.87007598815,86055.04005606871
87331.72988260075,87331.72988260075,87344.62199444284,87362.75913981388
88703.80335054288,88703.80335054288,88715.88947840894,88735.85321897345
89953.17421986362,89953.17421986362,89965.17372517551,89986.4367855019
91094.30951985823,91094.30951985823,91106.18759779938,91126.8990980809
92398.53982197383,92398.53982197383,92411.34146509852,92431.35308692846
93668.41987006796,93668.41987006796,93678.83067046147,93700.5327980005
94980.39288120378,94980.39288120378,94992.6370708853,95012.6132712291
96249.16625734784,96249.16625734784,96259.60076170009,96279.39722157666
97653.84259621234,97653.84259621234,97665.04801708939,97686.09907017261
99013.25938826322,99013.25938826322,99025.01414490062,99043.44834253799
100159.81667307609,100159.81667307609,100171.54160190019,100190.35565100767
101562.05021096407,101562.05021096407,101573.00369447717,101591.98391791088
102971.27647621189,102971.27647621189,102982.61624921097,103005.64848193158
104168.00410260749,104168.00410260749,104179.86579537432,104200.2179436305
105662.80451975453,105662.80451975453,105673.14787928337,105696.01693145992
106829.78102129081,106829.78102129081,106841.23505442843,106863.08150266764
108147.53424945114,108147.53424945114,108158.70042478664,108179.22131613322
109509.99599584009,109509.99599584009,109521.971746252,109540.10466582586
110734.38032297778,110734.38032297778,110745.723503823,110764.39561532406
112082.63432099145,112082.63432099145,112093.06251170639,112112.8638689794
113306.41254359492,113306.41254359492,113318.84148371217,113339.15647429238
114350.73588394556,114350.73588394556,114362.44760808078,114382.63709308818
115588.639669504,115588.639669504,115598.93525692176,115620.64640411672
116874.76288814339,116874.76288814339,116885.9489369096,116905.26959884797
118168.44629804135,118168.44629804135,118178.89616191373,118197.81942912558
119410.10420107192,119410.10420107192,119421.6113420291,119440.4239772584
120668.61228132676,120668.61228132676,120680.24934523016,120699.86890393872
122042.64783671932,122042.64783671932,122053.88580159927,122075.72267225597
123272.66131935577,123272.66131935577,123285.09499974563,123305.1883484738
124601.21832000234,124601.21832000234,124613.3361574733,124632.04146464913
125750.08639922143,125750.08639922143,125761.64488914447,125781.15788695101
126998.44437163939,126998.44437163939,127010.10159056543,127027.28030091512
128235.79778857007,128235.79778857007,128247.87934312342,128266.09213652919
129459.31799203875,129459.31799203875,129471.37681333971,129492.59184185172
130671.96272326818,130671.96272326818,130682.4309077764,130703.69176249238
132065.6520644879,132065.6520644879,132076.0322246037,132093.4119965229
133282.0698923441,133282.0698923441,133292.38750530782,133309.97170003774
134554.44466180366,134554.44466180366,134565.8738056847,134584.423826435
135805.60110310692,135805.60110310692,135817.88918666312,135837.595998128
137209.8838540548,137209.8838540548,137222.44453056683,137244.37072863142
138541.91982246572,138541.91982246572,138552.65653251883,138572.8587793932
139819.209786739,139819.209786739,139831.65091576864,139851.2072412536
141149.81128721655,141149.81128721655,141162.229401808,141185.22056052714
142541.8496122806,142541.8496122806,142553.57972694762,142573.08774195932
143672.43470048285,143672.43470048285,143684.06331398734,143706.75462771454
144935.97018284808,144935.97018284808,144947.97987278644,144968.3408319105
146178.509004645,146178.509004645,146191.38699412602,146208.39875476764
147579.7531225962,147579.7531225962,147591.55931825834,147610.01531044368
148849.27723706004,148849.27723706004,148859.56474153147,148879.94821066488
150109.98990389786,150109.98990389786,150120.7595412482,150141.51621181378
151445.43465055386,151445.43465055386,151455.61813039766,151476.37829220775
152591.5517107452,152591.5517107452,152603.19915964318,152624.93062837748
153783.07382558414,153783.07382558414,153795.0275284899,153815.4592355119
154884.63344906285,154884.63344906285,154896.0239758899,154913.06364725827
156097.7723782761,156097.7723782761,156109.38263332407,156129.57801618995
157456.15310059744,157456.15310059744,157468.2737868137,157487.92137823734
158496.9430316259,158496.9430316259,158509.8099372464,158528.6772471196
159748.58071306173,159748.58071306173,159761.15977482952,159782.49514490482
161075.6436222,161075.6436222,161088.06272873937,161108.5588087131
162307.13844758135,162307.13844758135,162317.96562903913,162340.3819759109
163632.73732746,163632.73732746,163645.50146465094,163666.13350321254
164822.18928676678,164822.18928676678,164833.29171156816,164856.6120619963
166144.9452789378,166144.9452789378,166156.08330066994,166173.27639702224
167294.1211316892,167294.1211316892,167306.4678659779,167329.52375552504
168604.42156936452,168604.42156936452,168617.27750963677,168634.2692452657
169667.28675076188,169667.28675076188,169678.32690205768,169701.13888001576
171005.05862554524,171005.05862554524,171016.37314490357,171036.44430633966
172320.81111562796,172320.81111562796,172332.43080886046,172349.7726482558
173548.38571741464,173548.38571741464,173560.5583769205,173583.5687211948
174878.81786246487,174878.81786246487,174889.70814807847,174910.29335604663
176166.93209432045,176166.93209432045,176178.6715415216,176196.54498660035
177417.9655919771,177417.9655919771,177430.10255425388,177451.90554066544
178850.54616277927,178850.54616277927,178862.92054058224,178881.59750622694
180000.65473540287,180000.65473540287,180010.89019833878,180033.07399756095
181156.75571782683,181156.75571782683,181168.26898439822,181189.4148452843
182387.72167312063,182387.72167312063,182399.0525225868,182419.1806599158
183657.73071119827,183657.73071119827,183668.44179861475,183690.66030051067
184803.71126706604,184803.71126706604,184816.6271089878,184839.93237958744
186011.40999238886,186011.40999238886,186023.14680112794,186041.64160624484
187220.94943167755,187220.94943167755,187231.582251477,187254.2421928873
188436.8719666238,188436.8719666238,188449.65000663642,188472.8708342209
189681.89577428132,189681.89577428132,189694.7309023607,189718.29159982488
190957.3887289722,190957.3887289722,190968.62245155085,190985.8075147265
192141.87976592075,192141.87976592075,192152.06131906417,192169.33999759165
193446.94954457186,193446.94954457186,193457.66254607547,193476.6074628691
194766.90664027835,194766.90664027835,194778.45931471355,194800.94970825108
196043.1952402237,196043.1952402237,196055.15133647906,196077.75558427357
197314.5998901648,197314.5998901648,197325.186509379,197347.359230584
198464.89689943864,198464.89689943864,198476.00772477384,198493.2269952558
199584.43784255395,199584.43784255395,199595.23433818406,199618.47660466647
200835.62266143996,200835.62266143996,200845.8816612512,200862.8548676862
202166.45725888936,202166.45725888936,202178.9436798577,202202.19648499912
203472.40412783597,203472.40412783597,203484.95414394382,203507.90380586413
204837.86790732676,204837.86790732676,204849.40042241622,204866.4692447483
206060.29527886084,206060.29527886084,206070.71163164015,206088.5971295594
207287.34413876472,207287.34413876472,207297.911315579,207320.09743332223
208757.3991206955,208757.3991206955,208769.06954848123,208787.3834869411
209993.32845633928,209993.32845633928,210005.44171537808,210025.34863873036
211200.97051453535,211200.97051453535,211213.8374448112,211233.09835200355
212624.2910113859,212624.2910113859,212637.2140022236,212656.07885794342
213945.91863142367,213945.91863142367,213956.2554912926,213979.3954052479
215128.1055206894,215128.1055206894,215139.67044533475,215160.3125485908
216243.7132853788,216243.7132853788,216255.18972712694,216276.82657439058
217402.48769395772,217402.48769395772,217413.7821246103,217432.12972225941
218649.44999403635,218649.44999403635,218661.84812501818,218680.6182825632
219904.31440706438,219904.31440706438,219916.20322985912,219936.39342745766
221062.22663586616,221062.22663586616,221073.1455014065,221096.03494620082
222244.3032632886,222244.3032632886,222254.82862251104,222277.79192295516
223772.96558568918,223772.96558568918,223784.54855833077,223802.28508429613
224960.85218937363,224960.85218937363,224971.6085275185,224990.16104391255
226300.22618416793,226300.22618416793,226312.15083561785,226334.0927207146
227519.9713262961,227519.9713262961,227530.33198594983,227547.48534299637
228709.76307357612,228709.76307357612,228720.05113731613,228741.34629649195
229945.19028620675,229945.19028620675,229956.02009154437,229978.71275933518
231139.6677643566,231139.6677643566,231151.4164286114,231171.63980285387
232358.5596180389,232358.5596180389,232368.78404297007,232390.92306501733
233710.56189851032,233710.56189851032,233722.6530879353,233744.8174389502
235024.6982780992,235024.6982780992,235036.76624064404,235054.67784817275
236295.6719196072,236295.6719196072,236306.42726911372,236325.16349907423
237559.5685961209,237559.5685961209,237570.9403803437,237592.5984375243
238731.63172328638,238731.63172328638,238742.61142386764,238762.0836652534
239942.0513250157,239942.0513250157,239953.8624338412,239973.89265184014
241271.6153300147,241271.6153300147,241282.1212244649,241305.50363311346
242696.07115549373,242696.07115549373,242706.64394960098,242728.73158403087
244023.33555637824,244023.33555637824,244034.22772153863,244051.37897305354
245357.92218911595,245357.92218911595,245370.53038600317,245390.2224890345
246496.13334022614,246496.13334022614,246506.34984510267,246526.80431631708
247731.5989749796,247731.5989749796,247743.20459492883,247765.86790998757
248998.9352620429,248998.9352620429,249010.89337942752,249034.13238916363
250249.19080692407,250249.19080692407,250260.8338740463,250283.69153376846
251497.9759772613,251497.9759772613,251510.80965293097,251533.8407472934
252707.81306217282,252707.81306217282,252720.43680299784,252737.50586642316
253956.12113541472,253956.12113541472,253968.88445305615,253988.70636576947
