Arrival time,Preprocessing start,Preprocessing end/Classification start,Classification end
53954.91646464731,53954.91646464731,53965.84838611073,53987.97955859901
55323.682377536716,55323.682377536716,55334.577049800166,55356.98411768825
56632.07248747231,56632.07248747231,56644.081110414874,56662.70917834748
57913.895683446644,57913.895683446644,57925.99588293607,57947.15061677967
59400.489937720056,59400.489937720056,59412.53607905851,59431.8625644962
60679.126577297655,60679.126577297655,60689.735352345095,60709.59923696173
61927.85926570922,61927.85926570922,61939.958786106516,61958.79959875324
63268.98279395107,63268.98279395107,63279.48749534256,63298.52209580788
64387.753835663105,64387.753835663105,64397.99995181528,64417.51541464841
65628.91195166741,65628.91195166741,65639.30245613834,65655.7293992266
67021.04116462464,67021.04116462464,67031.70229545388,67049.3658231181
68239.8455828926,68239.8455828926,68250.17956964644,68269.50822537734
69460.41219554967,69460.41219554967,69471.66935599467,69488.20346619804
70881.1033432376,70881.1033432376,70893.02174106623,70913.91812290438
72055.15264303114,72055.15264303114,72065.44826614289,72085.01057285334
73320.47982031408,73320.47982031408,73330.77800913856,73353.72443201007
74567.1390076011,74567.1390076011,74578.73216237078,74601.46948244948
75972.33695132427,75972.33695132427,75982.71840558705,76000.92174586751
77379.04057499433,77379.04057499433,77390.3924687413,77410.4464712076
78583.36550664101,78583.36550664101,78594.1800931028,78615.65735541924
79937.25008005189,79937.25008005189,79947.92403118234,79965.11061965257
81187.72969422581,81187.72969422581,81199.27048482903,81221.6256873029
82197.54112252202,82197.54112252202,82208.23576721297,82227.76797131915
83362.54701082942,83362.54701082942,83373.9208211902,83390.58144478292
84492.93168588333,84492.93168588333,84504.67458057193,84524.44376368735
85918.43570711091,85918.43570711091,85929.41854010266,85946.22938875595
87342.4795477995,87342.4795477995,87353.51865906484,87373.57839514296
88616.40415638559,88616.40415638559,88627.08824879941,88644.72276487995
89840.7805023016,89840.7805023016,89851.20279790499,89867.54878716152
91107.63913098449,91107.63913098449,91119.76308954754,91141.51820983615
92157.19967230994,92157.19967230994,92168.85171543047,92185.99529663255
93354.28391009217,93354.28391009217,93364.59508453385,93383.83913640311
94697.41612162534,94697.41612162534,94707.48851667067,94729.71605272382
95891.6349658714,95891.6349658714,95902.38672015078,95923.19034503755
97090.88468977922,97090.88468977922,97101.12530260431,97121.67144771833
98265.23105401691,98265.23105401691,98277.390193525,98298.33787217813
99560.26715096374,99560.26715096374,99570.63896387155,99593.58156490607
100921.4863499363,100921.4863499363,100931.72229163919,100954.2044003161
102344.00012823156,102344.00012823156,102354.80513409727,102371.99683225126
103547.01305991162,103547.01305991162,103559.02996792686,103578.17275240374
104849.50071513002,104849.50071513002,104860.90234469569,104878.10328991203
106077.71550838285,106077.71550838285,106089.90467885474,106108.64002809174
107467.05345784845,107467.05345784845,107477.49125052578,107497.02970320702
108733.79286347902,108733.79286347902,108744.84279512329,108767.81732182873
110134.36295057839,110134.36295057839,110144.86379062991,110165.20088310262
111436.7836204429,111436.7836204429,111446.86706010613,111467.3654828379
112735.01051938,112735.01051938,112746.67780797859,112766.84101715319
114124.5148196151,114124.5148196151,114135.63278372024,114158.05735917542
115432.7431059004,115432.7431059004,115443.18398509441,115459.50124073566
116685.3308869567,116685.3308869567,116696.8273905064,116717.0583821372
117733.15141909714,117733.15141909714,117743.428549605,117762.03587448814
118900.26423058737,118900.26423058737,118910.87364951315,118930.72503577563
119983.91617507733,119983.91617507733,119995.18230153332,120014.57038026575
121168.00069699022,121168.00069699022,121178.80117772998,121200.59905112581
122300.45161684019,122300.45161684019,122312.1005259971,122329.82938950791
123595.76932607591,123595.76932607591,123607.36448007284,123627.38521486365
124844.23418832781,124844.23418832781,124854.85257797476,124875.21082217278
126098.89769409012,126098.89769409012,126110.69027052035,126130.8468436638
127230.0626841085,127230.0626841085,127241.74508506303,127259.6880669416
128523.08336864124,128523.08336864124,128533.52884720005,128551.12342853105
129670.66151377815,129670.66151377815,129680.78399533877,129698.88694832893
130935.04904686827,130935.04904686827,130946.44584576959,130964.16026653443
132110.66841003636,132110.66841003636,132122.76761429445,132139.4076723253
133471.84662265738,133471.84662265738,133482.50060970895,133499.0885816473
134738.06282881772,134738.06282881772,134749.6307183267,134770.93369762952
135998.01331743857,135998.01331743857,136010.11511089443,136030.48255101137
137263.85391324008,137263.85391324008,137274.08301858234,137291.1302119334
138481.46496804783,138481.46496804783,138492.90667133313,138512.54858126314
139756.20236371394,139756.20236371394,139767.80563554427,139784.15836800984
140998.39253985032,140998.39253985032,141009.26633134735,141026.34779139666
142334.3875768576,142334.3875768576,142345.38715607944,142363.2813095762
143438.89550514307,143438.89550514307,143450.41502055136,143468.6499318647
144641.98095917827,144641.98095917827,144652.71840049495,144672.13154211766
145934.55365508425,145934.55365508425,145946.34241760254,145962.6572823708
147163.3776952553,147163.3776952553,147173.8993045259,147196.87892626858
148507.68541390172,148507.68541390172,148518.22188606553,148538.51385968603
149860.48789189095,149860.48789189095,149871.0887404727,149891.06655819592
151199.310527252,151199.310527252,151209.57353237167,151231.06036400018
152481.92889685574,152481.92889685574,152493.93960029833,152514.3188133506
153690.01984303002,153690.01984303002,153700.11045029835,153722.71467351794
155122.5393278303,155122.5393278303,155132.9704272618,155153.77508035084
156353.53387786518,156353.53387786518,156364.7517416511,156386.35475516928
157553.19454582938,157553.19454582938,157563.85763588516,157586.75697557733
158878.88645514942,158878.88645514942,158890.77294381036,158912.2689208966
160158.54945933528,160158.54945933528,160169.2227185973,160187.9514207426
161406.46756057497,161406.46756057497,161417.47637073285,161434.94814191374
162622.74304087122,162622.74304087122,162633.32722377058,162653.2373562251
163881.45618495057,163881.45618495057,163891.58884685658,163910.829395396
165234.95476410163,165234.95476410163,165245.2802025795,165267.83159462476
166456.39164982896,166456.39164982896,166467.8573671309,166486.21205547935
167619.8268473524,167619.8268473524,167631.84580573405,167648.8473160136
168853.37483059865,168853.37483059865,168864.0662145576,168886.11200946386
170213.1842238937,170213.1842238937,170224.45619402872,170242.19879291463
171536.9963798391,171536.9963798391,171549.23106924264,171568.69811810082
172860.23327793423,172860.23327793423,172870.48478649673,172890.2980938156
174015.44196706,174015.44196706,174027.32395921682,174044.6631467037
175079.5942486396,175079.5942486396,175089.89165487062,175106.78999400017
176349.56456089535,176349.56456089535,176360.55265516086,176379.79949979554
177515.14937664187,177515.14937664187,177526.18027974266,177547.17185233158
178718.78866978755,178718.78866978755,178730.83303981574,178747.2464279698
179971.45116272138,179971.45116272138,179983.21394328488,180004.98860030677
181135.94658423038,181135.94658423038,181146.68943109384,181163.7034527322
182274.11576673939,182274.11576673939,182285.9274583335,182304.72550218832
183767.32270113114,183767.32270113114,183778.69953221708,183796.67661946922
184894.5324783702,184894.5324783702,184905.4051169599,184922.84293647564
186082.17861606815,186082.17861606815,186092.46848212337,186111.27415532153
187314.76423943054,187314.76423943054,187326.08215020015,187344.85723310654
188603.2516092476,188603.2516092476,188614.0351086637,188634.14686592866
190003.90065212367,190003.90065212367,190016.13872006699,190034.89116948275
191130.8808802777,191130.8808802777,191143.08355585238,191166.03104110158
192306.91138021424,192306.91138021424,192316.97251202576,192337.14171649615
193549.94149560636,193549.94149560636,193561.01266676385,193582.49231623395
194890.57530264038,194890.57530264038,194900.64220541704,194919.3876973326
196043.00548720502,196043.00548720502,196053.47126656157,196075.17057520853
197441.9129136122,197441.9129136122,197452.70747744828,197474.98485979543
198545.1952008043,198545.1952008043,198555.7305586033,198576.8920715163
199702.40389044795,199702.40389044795,199713.2850814307,199734.2721469682
200948.42058875022,200948.42058875022,200959.66401767862,200978.61144765298
202455.20661860667,202455.20661860667,202465.60422990445,202485.00552422547
203651.1993153298,203651.1993153298,203662.20776389824,203681.2107580418
204860.67460759467,204860.67460759467,204871.49352283438,204889.85426152727
206113.08488198245,206113.08488198245,206124.05033314275,206146.51795326642
207431.41162090207,207431.41162090207,207442.12627625652,207459.7371833167
208445.67084728097,208445.67084728097,208456.22554858573,208475.19698358563
209726.52837058372,209726.52837058372,209738.48028154494,209757.1310835957
210902.70246644667,210902.70246644667,210914.21543594924,210936.64766711558
212233.15131247992,212233.15131247992,212244.12676679314,212263.98754421138
213315.84228345891,213315.84228345891,213328.02630429994,213349.5433504641
214435.12995119693,214435.12995119693,214445.34696798888,214466.99767156475
215579.38898441134,215579.38898441134,215589.7955286156,215610.0198725916
216916.54010159097,216916.54010159097,216927.8603330444,216945.43732302843
217971.09140988594,217971.09140988594,217982.29262221567,218002.66423893088
219219.25807028724,219219.25807028724,219230.58657305286,219253.13841171557
220357.23443851055,220357.23443851055,220368.09972376356,220385.75367239394
221470.3236580492,221470.3236580492,221480.37517909578,221503.20830899087
222785.80607272105,222785.80607272105,222796.99565174273,222818.54238698026
223883.60345389653,223883.60345389653,223895.23389233844,223912.280171279
225009.38913698457,225009.38913698457,225020.3482376175,225042.58103878266
226357.4354409946,226357.4354409946,226368.72724446325,226388.24388180967
227538.2369566361,227538.2369566361,227550.0038205405,227570.37481824393
228861.5034643784,228861.5034643784,228871.61175884554,228889.9743334733
230016.10221696255,230016.10221696255,230027.73320159302,230046.71239717878
231125.23660131704,231125.23660131704,231135.31745613855,231152.33039095916
232360.64835059378,232360.64835059378,232371.26657213733,232388.17413848185
233752.67308183416,233752.67308183416,233764.54778233546,233786.08490121155
235004.3471438201,235004.3471438201,235015.7919260169,235032.367712174
236209.99844106106,236209.99844106106,236220.5654842094,236241.1250033531
237428.3742517956,237428.3742517956,237440.42206812513,237460.81768843095
238524.13131260176,238524.13131260176,238534.41679798372,238553.55320326533
239854.3062515158,239854.3062515158,239865.49673630524,239886.8714828576
241034.84211796607,241034.84211796607,241045.3651141116,241068.1282373845
242403.42752298346,242403.42752298346,242414.60031936917,242431.62586313687
243584.72451891346,243584.72451891346,243596.23588160958,243613.37836660328
244770.51910303632,244770.51910303632,244782.2328865586,244800.24957262102
245971.3434676367,245971.3434676367,245983.3791047872,246004.9310386324
247199.34739655073,247199.34739655073,247210.05501414926,247227.70777950253
248399.02348927798,248399.02348927798,248411.26861057663,248431.8198000458
249497.1932855746,249497.1932855746,249507.72841647005,249526.87320563183
250626.9273558431,250626.9273558431,250638.09911749567,250655.8453513518
