Arrival time,Preprocessing start,Preprocessing end/Classification start,Classification end
66059.26516501309,66059.26516501309,66070.50992920744,66091.10013852906
67473.04910978179,67473.04910978179,67483.19098098848,67501.11483778156
68882.66340698498,68882.66340698498,68893.35471471564,68915.1125476758
70114.65971641605,70114.65971641605,70125.24215602805,70147.58815982012
71333.32071801703,71333.32071801703,71344.45659455439,71363.50174792336
72671.18089166799,72671.18089166799,72682.03432929283,72702.42718720212
74029.62197482807,74029.62197482807,74040.93662543411,74059.19608840489
75363.69620452705,75363.69620452705,75375.23124634988,75396.52337249422
76639.1148606432,76639.1148606432,76649.34825702189,76669.75494403193
77858.831268196,77858.831268196,77869.94549433432,77887.85445920004
79012.06936925882,79012.06936925882,79022.79258137484,79045.684573374
80286.27372990371,80286.27372990371,80297.23572014857,80319.49976803488
81580.6332561492,81580.6332561492,81591.13802605685,81612.71494795156
82746.99806776279,82746.99806776279,82757.25806716763,82779.95626939993
84043.45832923702,84043.45832923702,84054.24709832284,84074.49766968105
85426.53104738556,85426.53104738556,85437.17127678618,85459.91620906683
86807.5845442777,86807.5845442777,86819.72517136372,86840.80503128834
88280.09194770682,88280.09194770682,88291.73094332224,88313.96838438929
89376.69811313218,89376.69811313218,89387.50126812026,89405.90627131677
90668.14493427741,90668.14493427741,90678.21977662637,90697.99658760698
91859.75515112276,91859.75515112276,91870.44730473182,91892.31131721339
93176.00744191153,93176.00744191153,93187.37437736453,93208.87388778257
94371.19813880585,94371.19813880585,94383.38874414834,94401.58052478544
95692.17648614231,95692.17648614231,95704.10171011233,95722.01276246988
97059.0025885781,97059.0025885781,97070.90204196428,97093.91025612384
98280.84387442138,98280.84387442138,98292.34305846322,98310.79322359864
99383.18424008769,99383.18424008769,99394.60368294865,99415.26612905537
100700.74410292308,100700.74410292308,100712.93467857341,100731.71979860077
101972.73368369056,101972.73368369056,101984.14703491861,102004.51938254584
103231.17535653347,103231.17535653347,103242.48718392708,103262.16193848931
104458.48709930686,104458.48709930686,104469.36679523268,104488.5880509447
105829.5310382691,105829.5310382691,105839.81616114936,105856.85106755924
107037.42932484622,107037.42932484622,107048.88767734682,107065.95895656104
108159.67278762072,108159.67278762072,108170.34288933588,108187.72819399458
109497.89168435149,109497.89168435149,109510.1461948205,109531.41687445385
110745.75104657638,110745.75104657638,110756.41550312075,110774.5207573694
111968.86879956264,111968.86879956264,111980.67993681932,112001.6737056674
113351.05095425952,113351.05095425952,113361.98678735981,113381.9132021768
114490.75791836988,114490.75791836988,114503.07453673398,114523.41772722188
115779.77069725265,115779.77069725265,115791.27402372779,115812.90174569741
117111.54368137658,117111.54368137658,117123.68735355226,117145.32549781946
118376.05484034643,118376.05484034643,118388.31585399793,118408.12020060561
119713.38036023169,119713.38036023169,119724.0156710923,119744.84448484049
120872.78098757606,120872.78098757606,120883.22832748594,120900.79461408278
122183.793541679,122183.793541679,122194.68496488064,122214.97417389999
123371.07353920519,123371.07353920519,123383.29139058667,123404.18095118292
124604.85434632777,124604.85434632777,124616.01024087938,124635.18367644685
125798.65772641599,125798.65772641599,125810.5165815561,125830.45665941035
127121.36063597,127121.36063597,127132.90660281826,127155.19850648445
128505.49536849711,128505.49536849711,128516.87033006981,128537.35702626403
129783.84458329788,129783.84458329788,129795.88220664595,129817.38771116317
130973.97773998149,130973.97773998149,130984.36458972779,131006.56609526699
132230.31728760037,132230.31728760037,132240.70033479243,132263.58706517768
133436.30044350703,133436.30044350703,133448.00927194077,133468.96912950746
134631.34605825026,134631.34605825026,134641.59884005372,134662.14076875328
135717.7650221473,135717.7650221473,135729.31106013217,135751.47700233682
137001.11423821072,137001.11423821072,137011.8985210678,137029.5164253163
138289.19988537073,138289.19988537073,138300.43766005675,138317.9673708212
139501.9254632028,139501.9254632028,139514.1808963674,139532.31319447284
140809.07881658452,140809.07881658452,140820.00613540132,140839.65167345855
142022.6914177081,142022.6914177081,142034.6671949146,142051.8106845538
143381.38283326762,143381.38283326762,143391.9352142127,143411.31741607183
144671.93158033738,144671.93158033738,144682.31865922105,144705.5130408695
145988.15926439193,145988.15926439193,145999.98563940485,146022.74890478028
147296.34510307916,147296.34510307916,147307.19420892926,147328.94587334065
148601.09883305838,148601.09883305838,148611.3137345654,148633.16858117754
149868.77400656266,149868.77400656266,149880.63999475798,149902.6371037244
151113.16800818933,151113.16800818933,151124.10237315798,151146.2542604547
152481.41449624219,152481.41449624219,152491.74355702623,152515.00492488657
153746.3447632419,153746.3447632419,153758.6662578025,153778.57557257504
155008.06070041299,155008.06070041299,155019.74683000776,155042.63809225784
156290.369336562,156290.369336562,156300.5648054296,156320.53066530504
157641.00282694443,157641.00282694443,157653.05009687817,157673.24116920895
158843.67322785727,158843.67322785727,158854.7099612178,158877.8711445795
160092.46105292576,160092.46105292576,160102.82547277363,160125.5023024814
161257.43137171556,161257.43137171556,161267.91397905446,161286.71629771817
162520.68318401434,162520.68318401434,162532.72952073033,162550.02316942313
163772.34865203794,163772.34865203794,163783.97931964896,163805.29751681673
165017.67827298844,165017.67827298844,165027.9391074103,165049.55142074398
166201.14807075384,166201.14807075384,166213.19491905373,166230.3297571097
167501.7538445897,167501.7538445897,167513.41917432667,167534.60376337645
168824.98369201817,168824.98369201817,168835.08836012683,168853.39440832983
170156.7371426838,170156.7371426838,170166.91186372013,170189.08699709614
171497.3623737588,171497.3623737588,171509.07989631928,171526.3205560115
172699.51053361222,172699.51053361222,172710.57787569144,172732.5945916767
174019.22568565546,174019.22568565546,174030.11468671166,174050.18803636145
175108.960316338,175108.960316338,175119.9041124525,175140.93369958777
176348.55296238395,176348.55296238395,176359.9716673082,176379.79940482837
177578.85813753228,177578.85813753228,177589.97659325824,177610.6487063047
178756.07508291714,178756.07508291714,178767.76761126006,178785.36506655326
180016.97719838948,180016.97719838948,180029.2393235468,180051.83831331108
181305.68166662817,181305.68166662817,181317.15067908244,181334.94884109445
182526.72159304953,182526.72159304953,182536.9834598761,182558.8543859469
183869.53717370224,183869.53717370224,183880.05904104942,183897.50662605272
185007.29194159436,185007.29194159436,185017.63523888626,185039.63964460976
186213.1924692901,186213.1924692901,186223.46085729924,186246.10306658584
187435.84848797394,187435.84848797394,187446.12177383713,187468.92766269678
188480.24684800152,188480.24684800152,188491.0463343638,188513.10531654424
189647.42860861323,189647.42860861323,189657.81667315782,189679.02869707817
190837.76660054002,190837.76660054002,190848.72929967396,190867.07629448522
191935.85591588833,191935.85591588833,191945.93450426863,191966.2541134603
193129.32834388223,193129.32834388223,193141.30192684618,193163.25473468992
194401.17747211087,194401.17747211087,194412.23564003388,194435.31801311168
195597.85035863944,195597.85035863944,195608.3859397701,195625.74181569493
197011.12105162564,197011.12105162564,197023.05315918737,197045.73705895792
198209.17103748905,198209.17103748905,198219.30988512188,198237.78916878335
199565.85161801148,199565.85161801148,199577.08462552656,199594.4710129684
200715.21368236616,200715.21368236616,200725.77942839003,200747.0911266814
201855.14361857742,201855.14361857742,201867.01253291374,201887.66463065622
203175.93239119765,203175.93239119765,203187.19641394616,203208.1050618701
204405.34940379267,204405.34940379267,204415.55335858552,204437.42399237162
205567.4686847457,205567.4686847457,205579.3804997325,205601.0799271922
206711.7715472528,206711.7715472528,206723.04282703693,206741.02387780254
207920.60652490557,207920.60652490557,207932.84675475172,207954.94531181818
209139.0525028307,209139.0525028307,209150.0016145957,209171.29675300472
210236.8732780846,210236.8732780846,210247.88513632133,210268.3427403577
211505.8911022356,211505.8911022356,211517.88381555208,211540.54407862137
212819.63641663676,212819.63641663676,212831.83585432888,212849.45812584367
213991.82847094728,213991.82847094728,214002.46415178519,214022.8154992499
215322.9013569391,215322.9013569391,215334.70032008216,215353.47484106966
216332.73744478132,216332.73744478132,216343.4178144318,216363.73048108415
217527.4579534367,217527.4579534367,217539.51227799224,217557.14940565382
218627.3097668935,218627.3097668935,218638.9883104545,218662.0739194906
219678.28015388935,219678.28015388935,219690.17293042556,219709.31395056506
221052.57802574497,221052.57802574497,221062.9908491688,221085.58500188758
222197.57561783466,222197.57561783466,222209.78143370067,222227.21493466367
223440.4919602112,223440.4919602112,223451.80460536218,223474.81724828755
224661.02675906778,224661.02675906778,224671.38556154747,224691.0930928838
225938.94055720392,225938.94055720392,225949.07130871393,225967.94513717384
227232.36823568423,227232.36823568423,227243.93302872294,227263.41916761335
228522.15992964298,228522.15992964298,228532.33136011922,228552.17397211023
229751.31653782938,229751.31653782938,229762.4346156059,229785.32783400736
230994.04828313558,230994.04828313558,231004.6961994027,231025.4506655459
232114.99050475744,232114.99050475744,232126.3889739326,232148.42231122093
233431.76697968395,233431.76697968395,233442.53034693937,233461.68184394125
234672.78403837152,234672.78403837152,234682.97761657913,234704.4157564996
235910.65924013781,235910.65924013781,235921.48503795185,235939.88661646735
237071.73004201555,237071.73004201555,237083.44519549888,237102.1129757335
238281.1091405655,238281.1091405655,238293.40472026725,238310.79400256564
239385.70749853738,239385.70749853738,239396.75300562938,239416.21456959163
240635.78144931607,240635.78144931607,240646.92751408118,240665.19090792962
241982.2750656003,241982.2750656003,241994.28190858127,242015.56017054367
243266.63197242597,243266.63197242597,243277.1396039636,243294.9393223796
244355.36511511463,244355.36511511463,244365.58515435294,244384.52115641828
245601.83574705306,245601.83574705306,245613.11099209325,245636.35190957718
246785.75910243593,246785.75910243593,246796.36809954827,246817.09192566946
247937.90681592922,247937.90681592922,247949.67528091744,247969.91584515653
249276.64087100985,249276.64087100985,249287.75756227272,249304.96914384235
250434.1294003162,250434.1294003162,250446.45208192407,250469.729490503
251732.81357881185,251732.81357881185,251744.15589234108,251766.30363677372
